Beim Abrunden werden die reellen Zahlen <b>auf</b> die ganzen Zahlen <b>abgebildet</b>.	"<b>abbilden</b> :<br/>etw. <b>auf</b> etw.[Akk] <b>abbilden</b> : [Mathematik] ein Element einer Menge einem anderen Element zuordnen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet492"">lookup</a>"
Der Schüler hat <b>abermals</b> gelogen.	"<b>abermals </b>: [gehoben] erneut nochmal <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet540"">lookup</a>"
Oder anders formuliert: Erfolgreicher sein, als die Blaugrana es in der abgelaufenen Saison gewesen ist. Barça gewann Mitte April zwar gegen den Athletic Club aus Bilbao die Copa del Rey, war zuvor allerdings schon im Achtelfinale der Champions League gegen Paris Saint-Germain ausgeschieden, womit das Team um Kapitän Lionel Messi im internationalen Geschäft <b>abermals</b> für eine große Enttäuschung sorgte.	"<b>abermals </b>: [gehoben] erneut nochmal <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet540"">lookup</a>"
Man hat das Fahrwerk schlecht <b>abgefedert</b>!	"<b>abfedern </b>:<br/>[Technik] technische Vorrichtungen einbauen zwecks Verringerung von Stößen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet580"">lookup</a>"
die Folgen der Wirtschaftskrise <b>abfedern</b>	"<b>abfedern </b>:<br/>[übertragen] Erschütterungen, Stöße in der Wirkung abschwächen. Ich bemerke, in den von mir gesammelten Beispielsätzen, dass das direkte Objekt immer ‚Folgen‘ oder ‚Auswirkung‘ ist, z.B. nicht die neuen Steuern, sondern deren Auswirkungen. <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet650"">lookup</a>"
Man sollte die Auswirkungen der neuen Steuern <b>abfedern</b>.	"<b>abfedern </b>:<br/>[übertragen] Erschütterungen, Stöße in der Wirkung abschwächen. Ich bemerke, in den von mir gesammelten Beispielsätzen, dass das direkte Objekt immer ‚Folgen‘ oder ‚Auswirkung‘ ist, z.B. nicht die neuen Steuern, sondern deren Auswirkungen. <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet650"">lookup</a>"
Ganztagsschulen, in denen Kinder vielfältige Lernerfahrungen sammeln, Phasen der An- und Entspannung erleben, mit ihren Mitschüler sozial interagieren können, seien eine geeignete Form, die Folgen der demografischen Entwicklung <b>abzufedern</b>.	"<b>abfedern </b>:<br/>[übertragen] Erschütterungen, Stöße in der Wirkung abschwächen. Ich bemerke, in den von mir gesammelten Beispielsätzen, dass das direkte Objekt immer ‚Folgen‘ oder ‚Auswirkung‘ ist, z.B. nicht die neuen Steuern, sondern deren Auswirkungen. <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet650"">lookup</a>"
Für diese Verluste muss sie noch <b>abgefunden</b> werden.	"<b>abfinden</b><br/>einen Schaden mittels Gleichwertigem ausgleichen / compensate <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet700"">lookup</a>"
Das Verhalten der Eltern, die <b>sich </b>nicht <b>damit abfinden</b>, dass Schulen Anfragen nach einem früheren Ferienbeginn ablehnen, bezeichnete Meidinger als 'ethisch höchst bedenklich'.	"<b>abfinden</b><br/><b>sich mit </b>etw. <b>abfinden </b>: sich zufrieden geben, etwas akzeptieren.  <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet775"">lookup</a>"
Man muss wissen, dass wahrscheinlich alle Anstrengungen vergeblich sein werden. Man muss wissen, dass das Wetter jederzeit alles zunichte machen kann. Man muss wissen, dass die Chancen wahnsinnig schlecht stehen, einen wirklich guten Apfel zu finden, und dass es Jahrzehnte dauern kann. Wenn man <b>sich damit abgefunden </b>hat, dann kann man anfangen, Äpfel zu züchten.	"<b>abfinden</b><br/><b>sich mit </b>etw. <b>abfinden </b>: sich zufrieden geben, etwas akzeptieren.  <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet775"">lookup</a>"
Die Manageretage hat üppige <b>Abfindungen</b> erhalten.	"die <b>Abfindung</b> :<br/>Entschädigungszahlung für den Rücktritt vom Arbeitsplatz <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet829"">lookup</a>"
Das Gericht verurteilte den Angeklagten zur Zahlung einer angemessenen <b>Abfindung</b>.	"die <b>Abfindung</b> :<br/>[vor Gericht] finanzielle Aufwandsentschädigung <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet859"">lookup</a>"
Die Vorwürfe gegen den Bundespräsidenten sind noch lange nicht <b>abgefrühstückt</b>.	"<b>abfrühstücken</b> : [ugs] etwas erledigen, etwas zum Ende bringen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet920"">lookup</a>"
Während sich der Nachwuchs bereits mit völlig anderen Kindern amüsiert, muss man noch die Gegeneinladung für die Eltern von Susi <b>abfrühstücken</b>.	"<b>abfrühstücken</b> : [ugs] etwas erledigen, etwas zum Ende bringen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet920"">lookup</a>"
eine <b>abgefahrene</b> Rockband	"<b>abgefahren</b><br/>beeindruckend, hervorragend, begeisternd <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet969"">lookup</a>"
Bambus ist voll das <b>abgefahrene</b> Material	"<b>abgefahren</b><br/>beeindruckend, hervorragend, begeisternd <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet969"">lookup</a>"
<b>abgefahrene</b> Klamotten	"<b>abgefahren</b><br/>außergewöhnlich, unkonventionell <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet993"">lookup</a>"
Er hat ihm beim Pokern 2000 Euro <b>abgewonnen</b>.	"<b>abgewinnen</b> :<br/>von jdm. etwas gewinnen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1050"">lookup</a>"
jdm. ein Lächeln / ein Versprechen <b>abgewinnen</b>.	"<b>abgewinnen</b> :<br/>Erreichen, dass jemand etwas tut / entlocken <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1087"">lookup</a>"
Er kann der modernen Kunst nichts Faszinierendes <b>abgewinnen</b>; Ich kann der Sache nichts Positives <b>abgewinnen</b>.	"<b>abgewinnen</b> :<br/>Etwas Gutes an etwas finden <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1136"">lookup</a>"
Bertini kann dem Burka-Verbot bis heute nichts <b>abgewinnen</b>: 'Es wurde ein beträchtlicher Aufwand geleistet, um ein Problem zu lösen, das es faktisch nicht gibt.' In den bald fünf Jahren seit dem Inkrafttreten des Gesetzes, schätzt er, habe die Stadtpolizei ein Dutzend Bußen ausgesprochen – drei pro Jahr. Meist blieb es bei einer Ermahnung.	"<b>abgewinnen</b> :<br/>Etwas Gutes an etwas finden <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1136"">lookup</a>"
Die Krankengymnastin <b>greift</b> das verletzte Kniegelenk <b>ab</b>.	"<b>abgreifen </b>: [alle Bedeutungen transitiv, anscheinend]<br/>[transitiv, fachsprache] etwas mit den Händen oder einem besonderen Gerät abtasten / greifend abtasten / untersuchen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1244"">lookup</a>"
Die Ärztin <b>griff</b> die Körperstelle/den Knochen <b>ab</b>.	"<b>abgreifen </b>: [alle Bedeutungen transitiv, anscheinend]<br/>[transitiv, fachsprache] etwas mit den Händen oder einem besonderen Gerät abtasten / greifend abtasten / untersuchen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1244"">lookup</a>"
SMS-Phishing oder auch Smishing. Phishing nennt man eine Betrugsmasche, bei der Angreifer im Internet Nutzerdaten 'fischen'. Der Begriff ist aus den englischen Wörtern 'password harvesting', Passwörter <b>abgreifen</b>, kurz ph, und fishing zusammengesetzt – das sollte aber nicht davon ablenken, dass auch andere Informationen gestohlen werden können.	"<b>abgreifen </b>: [alle Bedeutungen transitiv, anscheinend]<br/>[transitiv] Zugriff auf etwas haben oder sich Zugriff verschaffen und dann darüber (unerlaubterweise zum eigenen Vorteil) verfügen (z.B. Informationen, Kunden, Geld) / ohne Skrupel nehmen / sich bedenkenlos geben lassen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1356"">lookup</a>"
Wer Umsatz machte, konnte hohe Prämien <b>abgreifen</b>.	"<b>abgreifen </b>: [alle Bedeutungen transitiv, anscheinend]<br/>[transitiv] Zugriff auf etwas haben oder sich Zugriff verschaffen und dann darüber (unerlaubterweise zum eigenen Vorteil) verfügen (z.B. Informationen, Kunden, Geld) / ohne Skrupel nehmen / sich bedenkenlos geben lassen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1356"">lookup</a>"
Die Eingangstür wird jährlich von tausenden Besuchern <b>abgegriffen</b>.	"<b>abgreifen </b>: [alle Bedeutungen transitiv, anscheinend]<br/>Durch Gebruach abnutzen/abgenutzt werden <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1388"">lookup</a>"
Die Farbe <b>greift</b> sich rasch <b>ab</b>.	"<b>abgreifen </b>: [alle Bedeutungen transitiv, anscheinend]<br/><b>sich abgreifen</b> : durch häufiges Anfassen abgenutzt werden <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1426"">lookup</a>"
Sie haben ihn gleich am Eingang <b>abgegriffen</b> und in einen dunklen Kombi verfrachtet.	"<b>abgreifen </b>: [alle Bedeutungen transitiv, anscheinend]<br/>Jemanden in Gewahrsam nehmen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1448"">lookup</a>"
Man wird mit Hilfe der hier gegebenen Anweisung auch jede andere Abmessung der Figurine leicht <b>abzugreifen</b> im Stande sein.	"<b>abgreifen </b>: [alle Bedeutungen transitiv, anscheinend]<br/>Ein Längenmaß eines Objektes markieren (z.B. an einem Band/Stift oder mit einem Zirkel / den Fingern) und übertragen, um dort weiterzuarbeiten / messen / ausmessen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1502"">lookup</a>"
Ich <b>griff</b> die Entfernung mit dem Zirkel <b>ab</b>.	"<b>abgreifen </b>: [alle Bedeutungen transitiv, anscheinend]<br/>Ein Längenmaß eines Objektes markieren (z.B. an einem Band/Stift oder mit einem Zirkel / den Fingern) und übertragen, um dort weiterzuarbeiten / messen / ausmessen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1502"">lookup</a>"
Wir horchen mit unseren Geräten sehr, sehr tief in das Universum hinein und es ist uns durch einen ungeheuren Zufall geglückt zu erkennen, dass wir das empfangene Signal direkt an seinem Sender <b>abgegriffen</b> haben.	"<b>abgreifen </b>: [alle Bedeutungen transitiv, anscheinend]<br/>[elektronik] an Kontaktpunkten Signale oder Spannungen registrieren; feststellen, dass sie existieren <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1539"">lookup</a>"
Sie blickten in einen tiefen <b>Abgrund</b>, der sich rechts und links weit hinzog.	"der <b>Abgrund</b> (-gründe) :<br/>[räumlich] schauerliche, gefährliche Tiefe / abyss / bottomless pit <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1639"">lookup</a>"
Evoziert wird eine Situation des Höhenschwindels, die an Rousseaus Faszination für Wasserfälle und <b>Abgründe</b> erinnert.	"der <b>Abgrund</b> (-gründe) :<br/>[räumlich] schauerliche, gefährliche Tiefe / abyss / bottomless pit <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1639"">lookup</a>"
Um meine Erinnerungen zu dämpfen, um die Schmerzen zu dämpfen, vertiefte ich mich in meine Arbeit, machte Überstunden, machte Abendkurse, alles um nicht nachdenken zu müssen. Das brachte mich an den Rand des <b>Abgrundes</b>.	"der <b>Abgrund</b> (-gründe) :<br/>[übertragen, gehoben] unverständliche, gefährliche Tiefe, die trennt oder ins Unglück führt / abyss <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1675"">lookup</a>"
<b>abgehackt</b> sprechen	"<b>abgehackt</b> :<br/>von Sprechweise stockend / so, dass man während einer Äußerung immer wieder Unterbrechungen macht <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1720"">lookup</a>"
Wenn Sie die Framerate verringern, um die vom Video-Stream benötigte Bandbreite zu reduzieren, kann das Video während der Wiedergabe <b>abgehackt</b> wirken.	"<b>abgehackt</b> :<br/>so, dass Bewegungen nicht fließend sind <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1745"">lookup</a>"
Ich wollte das kaufen, aber du hast mich <b>davon</b> <b>abgehalten</b>.	"<b>abhalten</b> :<br/>jdn <b>von</b> etw <b>abhalten</b> : jemanden an etwas hindern, von etwas fernhalten <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1961"">lookup</a>"
Die Farbe <b>hielt</b> sie <b>davon</b> <b>ab</b>, die Schuhe zu kaufen.	"<b>abhalten</b> :<br/>jdn <b>von</b> etw <b>abhalten</b> : jemanden an etwas hindern, von etwas fernhalten <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1961"">lookup</a>"
die Fliegen <b>von</b> dem schlafenden Säugling <b>abhalten</b>	"<b>abhalten</b> :<br/>jdn <b>von</b> etw <b>abhalten</b> : jemanden an etwas hindern, von etwas fernhalten <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1961"">lookup</a>"
sie <b>hielt</b> ihn <b>davon ab</b>, noch mehr zu trinken	"<b>abhalten</b> :<br/>jdn <b>von</b> etw <b>abhalten</b> : jemanden an etwas hindern, von etwas fernhalten <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1961"">lookup</a>"
die Kinder <b>vom</b> Lernen <b>abhalten</b>	"<b>abhalten</b> :<br/>jdn <b>von</b> etw <b>abhalten</b> : jemanden an etwas hindern, von etwas fernhalten <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1961"">lookup</a>"
Die schwierige rechtliche Situation <b>hielt</b> viele Städte in Deutschland nicht <b>davon ab</b>, solche besonderen Ampeln aufzustellen.	"<b>abhalten</b> :<br/>jdn <b>von</b> etw <b>abhalten</b> : jemanden an etwas hindern, von etwas fernhalten <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet1961"">lookup</a>"
Der Verein <b>hält</b> jedes Jahr im Frühling eine Vollversammlung <b>ab</b>.	"<b>abhalten</b> :<br/>etwas veranstalten <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2018"">lookup</a>"
eine Konferenz, eine Versammlung <b>abhalten</b>	"<b>abhalten</b> :<br/>etwas veranstalten <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2018"">lookup</a>"
Ich bin grüner Oberbürgermeister in einer liberalen Universitätsstadt. Als die NPD vor zehn Jahren versucht hat, in Tübingen eine Demonstration <b>abzuhalten</b>, haben wir sie durch eine Gegendemonstration mit einer zwanzigfachen Übermacht in den Bahnhof zurückgeschickt. Tübingen ist gewiss nicht Chemnitz.	"<b>abhalten</b> :<br/>etwas veranstalten <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2018"">lookup</a>"
die Zeitung beim Lesen weiter [<b>von</b> sich] <b>abhalten</b>	"<b>abhalten</b> :<br/>in Händen Gehaltenes von jemandem, sich oder etwas weg-, entfernt halten <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2053"">lookup</a>"
Die Mutter blieb hinter der Wandergruppe zurück, weil sie ihren Zweijährigen <b>abhalten</b> musste.	"<b>abhalten</b> :<br/>(ein Kleinkind im Freien mit nacktem Podex zum Urinieren) über dem Boden halten  <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2077"">lookup</a>"
Der Tanker musste Öl ins Meer <b>ablassen</b>. die Luft aus einer Luftmatratze <b>ablassen</b>.	"<b>ablassen</b> :<br/>[transitiv] eine Flüssigkeit oder ein Gas aus etwas herausströmen lassen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2137"">lookup</a>"
<b>von</b> einem Plan, <b>von</b> einer Gewohnheit <b>ablassen</b>	"<b>ablassen</b> :<br/><b>von</b> etw. <b>ablassen</b> : etwas nicht mehr tun ≈ etwas aufgeben <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2209"">lookup</a>"
Die Mutter <b>ließ davon ab</b>, auf ihre Tochter weiter einzureden.	"<b>ablassen</b> :<br/><b>von</b> etw. <b>ablassen</b> : etwas nicht mehr tun ≈ etwas aufgeben <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2209"">lookup</a>"
Die New York Times nennt Pompeo in dieser Hinsicht 'hyperaktiv'. Der Außenminister rühmt auf Twitter <b>unablässig</b> die vermeintlich großen außenpolitischen Erfolge der Trump-Ära und schimpft auf die Vorgängerregierung – nicht immer eng an den Fakten, wenn er etwa Barack Obama für einen Rüstungskontrollvertrag angeht, den Ronald Reagan geschlossen hatte.	"<b>ablassen</b> :<br/><b>von</b> etw. <b>ablassen</b> : etwas nicht mehr tun ≈ etwas aufgeben <br/><b>unablässig</b> : [nicht steigend, gehoben] dauernd, ständig ohne Unterbrechungen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2238"">lookup</a>"
<b>Lass von</b> diesen Kerlen <b>ab</b>, die dich nur zum Alkohol verführen!	"<b>ablassen</b> :<br/>[<b>von</b> jdm] <b>ablassen</b> : Eine Person nicht weiter bedrängen : <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2300"">lookup</a>"
<b>Lasse</b> ein wenig Dampf <b>ab</b>, bevor du an deinem Ärger erstickst.	"<b>ablassen</b> :<br/>etw. [<b>an</b> jdm] <b>ablassen</b> : [ugs.] durch Schimpfen oder Erzählen etwas loswerden / den Emotionen freien Lauf lassen &lt;seinen Hass, Zorn an jemandem ablassen; Dampf (= Wut) ablassen&gt; <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2362"">lookup</a>"
Ich habe <b>mich</b> wirklich <b>abgemüht</b>, ihr die Hausaufgaben zu erklären, aber sie hat es immer noch nicht verstanden.	"<b>sich </b>[<b>mit </b>etw]<b> abmühen </b>: mit großer Mühe und Anstrengung etwas tun <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2489"">lookup</a>"
Warum <b>mühst</b> du <b>dich</b> denn <b>mit</b> den schweren Kisten <b>ab</b>? Ich kann dir doch helfen.	"<b>sich </b>[<b>mit </b>etw]<b> abmühen </b>: mit großer Mühe und Anstrengung etwas tun <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2489"">lookup</a>"
die Unkosten vom Umsatz <b>abrechnen</b>	"<b>abrechnen</b> :<br/>etw.<b> von</b> etw. <b>abrechnen</b> : etwas von einer Summe, einer Zahl abziehen/subtrahieren <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2561"">lookup</a>"
die Steuern vom Lohn <b>abrechnen</b>	"<b>abrechnen</b> :<br/>etw.<b> von</b> etw. <b>abrechnen</b> : etwas von einer Summe, einer Zahl abziehen/subtrahieren <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2561"">lookup</a>"
Wir zahlen 300 Euro jeden Monat - <b>abgerechnet</b> wird am Ende des Jahres	"<b>abrechnen</b> :<br/>[transitiv] am Ende eines bestimmten Zeitraums eine Rechnung machen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2583"">lookup</a>"
Mit dir werde ich noch <b>abrechnen</b>!	"<b>abrechnen</b> :<br/><b>mit</b> jdm/etw <b>abrechnen</b> : [intransitiv] sich an jemandem für ein Unrecht rächen, das er einem getan hat <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2661"">lookup</a>"
Biden <b>rechnet mit</b> Trumps Krisenmanagement <b>ab</b>: US-Präsidentschaftskandidat Joe Biden hat Donald Trump die Eignung als Staatschef abgesprochen. Er könne die Gewalt auf den Straßen nicht stoppen, weil er sie schüre.	"<b>abrechnen</b> :<br/><b>mit</b> jdm/etw <b>abrechnen</b> : [intransitiv] sich an jemandem für ein Unrecht rächen, das er einem getan hat <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2661"">lookup</a>"
Zurück in Hamburg verkündete Kurfess seinem Team mehrere neue Regeln. Die bemerkenswerteste: Seine Angestellten sollten so viele Urlaubstage nehmen dürfen, wie sie wollen. 'Spontan kam das bei allen sehr gut an', sagt der Gründer. Danach wurde die Regel ausgearbeitet und seit Juli befindet sie sich auch in den Arbeitsverträgen. Dort sind seitdem jeweils nur noch 20 Urlaubstage festgeschrieben; zu diesem Minimum ist die Firma nach deutschem Arbeitsrecht verpflichtet. Jeder weitere Tag müsse aber weder mit der Geschäftsführung noch mit der Personalabteilung besprochen werden. Nur die Kollegen und Kolleginnen aus dem Team bräuchten Bescheid zu wissen.  <b>Abgeschaut</b> hat sich Kurfess die Regel für unbegrenzten Urlaub <b>bei</b> Netflix.	"<b>abschauen </b>:<br/>[<b>sich?</b>] etw [<b>bei/von </b>jdm/etw] <b>abschauen</b> :  abgucken / etwas, das man bei jdm gesehen hat, nachahmen / etwas durch Beobachtung lernen und nachachmen <br/><a href=""https://zashaweinberg.github.io/ZashaGermanVocabulary/deutsch-woerter.html#bullet2855"">lookup</a>"
